File name	m013_cohortA_BEEG02_day1.kcd
Result analysis file name	m013_cohortA_BEEG02_day1_2p.raf
Subject	m013_cohortA_01_29_2
Gender	
Age
Memo
Free comment 1	Patient identificati	
Free comment 2	Recording identifica	
Free comment 3	Start time	01/30/2021 13:10:15
Free comment 4
Free comment 5
Free comment 6
Free comment 7
Free comment 8
Free comment 9
Free comment 10

Time	Epoch No.	Stage		
1/30/2021 13:35:23	377	W	0	
1/30/2021 13:35:27	378	W	0	
1/30/2021 13:35:31	379	W	0	
1/30/2021 13:35:35	380	W	0	
1/30/2021 13:35:39	381	W	0	
1/30/2021 13:35:43	382	W	0	
1/30/2021 13:35:47	383	W	0	
1/30/2021 13:35:51	384	W	0	
1/30/2021 13:35:55	385	W	0	
1/30/2021 13:35:59	386	W	0	
1/30/2021 13:36:03	387	W	0	
1/30/2021 13:36:07	388	W	0	
1/30/2021 13:36:11	389	W	0	
1/30/2021 13:36:15	390	W	0	
1/30/2021 13:36:19	391	W	0	
1/30/2021 13:36:23	392	W	0	
1/30/2021 13:36:27	393	W	0	
1/30/2021 13:36:31	394	W	0	
1/30/2021 13:36:35	395	W	0	
1/30/2021 13:36:39	396	W	0	
1/30/2021 13:36:43	397	W	0	
1/30/2021 13:36:47	398	W	0	
1/30/2021 13:36:51	399	W	0	
1/30/2021 13:36:55	400	W	0	
1/30/2021 13:36:59	401	W	0	
1/30/2021 13:37:03	402	W	0	
1/30/2021 13:37:07	403	W	0	
1/30/2021 13:37:11	404	W	0	
1/30/2021 13:37:15	405	W	0	
1/30/2021 13:37:19	406	W	0	
1/30/2021 13:37:23	407	W	0	
1/30/2021 13:37:27	408	W	0	
1/30/2021 13:37:31	409	W	0	
1/30/2021 13:37:35	410	W	0	
1/30/2021 13:37:39	411	W	0	
1/30/2021 13:37:43	412	W	0	
1/30/2021 13:37:47	413	W	0	
1/30/2021 13:37:51	414	W	0	
1/30/2021 13:37:55	415	W	0	
1/30/2021 13:37:59	416	W	0	
1/30/2021 13:38:03	417	W	0	
1/30/2021 13:38:07	418	W	0	
1/30/2021 13:38:11	419	W	0	
1/30/2021 13:38:15	420	W	0	
1/30/2021 13:38:19	421	W	0	
1/30/2021 13:38:23	422	W	0	
1/30/2021 13:38:27	423	W	0	
1/30/2021 13:38:31	424	W	0	
1/30/2021 13:38:35	425	W	0	
1/30/2021 13:38:39	426	W	0	
1/30/2021 13:38:43	427	W	0	
1/30/2021 13:38:47	428	W	0	
1/30/2021 13:38:51	429	W	0	
1/30/2021 13:38:55	430	W	0	
1/30/2021 13:38:59	431	W	0	
1/30/2021 13:39:03	432	W	0	
1/30/2021 13:39:07	433	W	0	
1/30/2021 13:39:11	434	W	0	
1/30/2021 13:39:15	435	W	0	
1/30/2021 13:39:19	436	W	0	
1/30/2021 13:39:23	437	W	0	
1/30/2021 13:39:27	438	W	0	
1/30/2021 13:39:31	439	W	0	
1/30/2021 13:39:35	440	W	0	
1/30/2021 13:39:39	441	W	0	
1/30/2021 13:39:43	442	W	0	
1/30/2021 13:39:47	443	W	0	
1/30/2021 13:39:51	444	W	0	
1/30/2021 13:39:55	445	W	0	
1/30/2021 13:39:59	446	W	0	
1/30/2021 13:40:03	447	W	0	
1/30/2021 13:40:07	448	W	0	
1/30/2021 13:40:11	449	W	0	
1/30/2021 13:40:15	450	W	0	
1/30/2021 13:40:19	451	W	0	
1/30/2021 13:40:23	452	W	0	
1/30/2021 13:40:27	453	W	0	
1/30/2021 13:40:31	454	W	0	
1/30/2021 13:40:35	455	W	0	
1/30/2021 13:40:39	456	W	0	
1/30/2021 13:40:43	457	W	0	
1/30/2021 13:40:47	458	W	0	
1/30/2021 13:40:51	459	W	0	
1/30/2021 13:40:55	460	W	0	
1/30/2021 13:40:59	461	W	0	
1/30/2021 13:41:03	462	W	0	
1/30/2021 13:41:07	463	W	0	
1/30/2021 13:41:11	464	W	0	
1/30/2021 13:41:15	465	W	0	
1/30/2021 13:41:19	466	W	0	
1/30/2021 13:41:23	467	W	0	
1/30/2021 13:41:27	468	W	0	
1/30/2021 13:41:31	469	W	0	
1/30/2021 13:41:35	470	W	0	
1/30/2021 13:41:39	471	W	0	
1/30/2021 13:41:43	472	W	0	
1/30/2021 13:41:47	473	W	0	
1/30/2021 13:41:51	474	W	0	
1/30/2021 13:41:55	475	W	0	
1/30/2021 13:41:59	476	W	0	
1/30/2021 13:42:03	477	W	0	
1/30/2021 13:42:07	478	W	0	
1/30/2021 13:42:11	479	W	0	
1/30/2021 13:42:15	480	W	0	
1/30/2021 13:42:19	481	W	0	
1/30/2021 13:42:23	482	W	0	
1/30/2021 13:42:27	483	W	0	
1/30/2021 13:42:31	484	W	0	
1/30/2021 13:42:35	485	W	0	
1/30/2021 13:42:39	486	W	0	
1/30/2021 13:42:43	487	W	0	
1/30/2021 13:42:47	488	W	0	
1/30/2021 13:42:51	489	W	0	
1/30/2021 13:42:55	490	W	0	
